Pid,Uid,Catname,Region,Time,neighbors,forward_neighbors
63,"[51, 139, 893, 315, 256, 764, 628, 849, 20, 459, 275, 816, 883, 537, 937, 403]",12,54,"[0, 18, 22, 21, 1, 19, 2, 3, 20, 23]","[4863, 933, 3326, 4829, 63, 2637, 1729, 547, 2567, 4777, 3332, 3703, 3803, 2409, 142, 1453, 4271, 226, 5, 1521, 5083, 4706, 1060, 1775, 2806, 3116, 901, 2707, 2261, 1377, 95, 371, 4677, 5013, 5067, 1163, 640, 3016, 1629, 1953, 3799, 4282]","[4863, 3326, 2637, 3332, 3803, 142, 4271, 5, 5083, 1060, 63, 1775, 933, 1729, 901, 547, 2261, 95, 4677, 5067, 640, 2567, 4829, 4282]"
64,"[297, 764, 1071, 137, 1051, 690]",98,54,"[20, 17, 10, 11, 14, 18, 21, 15]","[1668, 4114, 2285, 105, 619, 685, 678, 41, 1163, 2153, 2549, 1923, 1322, 3110, 1693, 12, 1807, 3137, 4814]","[1668, 105, 4114, 2285, 41, 2153, 1923, 3110, 12]"
65,[951],70,30,"[10, 9, 7, 12, 15, 11, 14, 13, 17, 19, 22]","[65, 3884, 195, 3333, 2084, 3765, 5053, 3212, 4558, 249, 775, 1910, 5013, 4685, 2451, 1629, 5126, 786, 2607, 2455, 1820]","[65, 3884, 775, 195, 3333, 2084, 5013, 2451, 786, 3765, 5053, 3212, 4558, 2455, 249]"
66,"[1023, 665, 69, 669, 696, 595, 657, 22, 809, 457, 932, 833, 997, 733, 654, 482, 434, 870, 583, 49, 95, 677, 195, 361, 941, 634, 1071, 414, 1034, 176, 34, 796, 526, 625, 555, 682, 904, 283, 945, 963]",34,52,"[12, 16, 19, 10, 13, 21, 15, 11, 17, 18, 14, 9, 8, 6]","[3299, 3535, 3519, 340, 2723, 4290, 945, 84, 4865, 1472, 3386, 755, 355, 4134, 2521, 1121, 251, 4314, 2729, 2685, 2805, 2037, 3192, 4924, 1173, 1891, 1718, 689, 1430, 2559, 291, 5135, 3227, 51, 3702, 4372, 3812, 2797, 3392, 1798, 2323, 2342, 2035, 647, 2067, 1869, 2402, 205, 1571, 3021, 3375, 4272, 1324, 3701, 2270, 1663, 894, 2432, 1370, 1415, 1943, 3548, 3631, 2759, 4440, 2912, 4937, 1334, 3551, 1749, 1422, 706, 2554, 2827]","[1472, 755, 4134, 1121, 3299, 4314, 2685, 3535, 2037, 3519, 4924, 340, 1891, 689, 2559, 5135, 51, 4372, 2797, 1798, 2342, 647, 1869, 2723, 205, 3021, 4272, 3701, 1663, 2432, 4290, 1415, 3548, 945, 2759, 84, 2912, 1334, 1749, 706, 2827]"
67,"[304, 767, 772, 901, 994, 550, 849, 30, 574, 905, 761, 10, 242, 834, 555]",90,24,"[17, 12, 16, 14, 11, 19, 18, 4, 9, 5]","[4039, 2239, 3065, 3413, 2286, 67, 2801, 4772, 786, 3461, 5087, 3467, 3407, 2420, 385, 549, 12, 2708, 1268, 1084, 493, 4641, 1596, 1062, 3095, 4966, 1680, 1899, 2634, 4780, 877, 3659, 1291, 1775, 3588]","[4039, 4772, 786, 3065, 3467, 3407, 3413, 549, 2708, 67, 1268, 2801, 493, 1596, 3095, 4966, 1899, 4780, 3659, 2286, 3588]"
68,[1002],70,67,"[10, 11, 12]","[1914, 68, 2409, 1334, 3983, 4745, 2244, 1387, 4205, 20, 2015, 1422]","[2409, 68, 1914, 3983, 1387, 2015, 1422]"
69,"[385, 174, 985, 126, 843]",75,24,"[17, 18, 16, 11, 22, 19, 21]","[3021, 2509, 1648, 1333, 2844, 1480, 4449, 5054, 2013, 1645, 2206, 3128, 2612, 4714, 3521, 1682]","[2509, 3021, 1648, 5054, 1645, 3128, 4714, 1682, 1333]"
70,"[139, 212, 57, 633, 705, 9, 536, 276, 964, 208, 271, 1072, 330, 967]",34,67,"[12, 16, 14, 20, 11, 19, 18, 15, 13]","[1460, 2683, 3603, 1234, 2538, 4084, 900, 4168, 481, 412, 4683, 298, 2661, 1411, 2262, 59, 3514, 4773, 3139, 3983, 303, 730, 4386, 1108]","[4168, 481, 2683, 3603, 4683, 2661, 2262, 3514, 1234, 4773, 3983, 2538, 730, 1108, 4084]"
71,"[137, 914, 295]",37,54,"[13, 9, 10, 12, 11, 17, 16, 0, 14]","[34, 347, 1321, 71, 1967, 3616, 4728, 4023, 1719, 5103, 3560, 243, 3647, 4393, 4784, 4855, 4942, 3349, 1089]","[34, 347, 4728, 1321, 71, 5103, 243, 3647, 1967, 4855, 3616, 4942]"
72,[840],107,7,"[6, 4, 0, 10, 1, 5, 12, 2, 14, 21, 13, 19, 18, 7]","[1193, 1318, 2649, 4177, 72]","[1193, 2649, 4177, 72, 1318]"
73,"[266, 312, 280, 3, 474, 527, 137, 308, 806, 318, 155, 325, 672, 891, 357, 893, 757, 665, 641, 23, 1057, 582, 301, 906, 71, 809, 55, 348, 888, 208, 128, 613]",99,45,"[7, 12, 11, 6, 9, 14, 16, 17, 15, 8, 10, 18, 22, 19, 4, 23, 21]","[3812, 879, 4012, 73, 2249, 4393, 2065, 5134, 3773, 1902, 453, 1484, 3093, 2451, 397, 1880, 2957, 877, 963, 2058, 3338, 2609, 1093, 3289, 4203, 673, 1048, 865, 3712, 1202, 1163, 1498, 385, 221, 3670, 4871, 1725, 4921, 2083, 4280, 2584, 637, 1001, 4879, 2876, 4638, 4416, 3511, 2409, 4414, 1663, 2263, 486, 4348, 2177, 3144]","[3812, 879, 73, 4393, 2065, 2249, 1880, 877, 963, 3338, 2609, 1093, 4203, 865, 1202, 1498, 3670, 5134, 4921, 3773, 1902, 2584, 637, 4879, 453, 2876, 4638, 1663, 4348, 3093, 3144, 1484]"
74,"[188, 935, 781, 283, 643]",61,54,"[9, 8, 10, 11, 16]","[911, 1120, 591, 2463, 3530, 3197, 4696, 4632, 2283, 786, 595, 3182, 4371, 3349, 606, 1780, 1649]","[911, 1120, 2463, 4696, 2283, 595, 4371, 606, 1649]"
75,"[896, 1055, 437, 677, 297, 932, 423, 385]",105,54,"[19, 20, 13, 12, 16, 1, 15, 17, 14]","[208, 1345, 2624, 932, 4114, 4579, 1419, 417, 1888, 1449, 3746, 2723, 2207, 4592, 1635, 4231, 4302, 33]","[4114, 1419, 1888, 208, 3746, 2207, 4592, 4231, 33, 1345, 2624]"
76,[19],67,32,"[23, 22, 21, 11, 3, 20, 2, 4, 15, 18, 16, 1, 19, 5, 13, 0, 9]","[1629, 76, 2458, 2333, 1132, 2246, 341, 2251, 3735, 4688, 1163, 493]","[1629, 76, 2246, 341, 2333, 1132, 2458, 4688]"
77,"[229, 723, 152, 710, 449, 415]",36,67,"[8, 9, 10, 7, 19, 16, 14]","[1197, 2254, 874, 3461, 2910, 1460, 4154, 2697, 3100, 3116, 4348, 2043, 4707, 1334, 4, 2872, 2786]","[2254, 1197, 874, 2910, 3461, 4154, 2697, 3100, 3116, 4348, 1460, 4707, 4, 2786]"
78,[192],67,38,"[21, 19, 23, 10, 17, 0, 13, 22, 4, 2, 20, 1, 11]","[2757, 465, 1159, 78, 4040, 4531, 3618, 611, 79, 2514, 493, 2859]","[2757, 465, 78, 1159, 79, 4040, 3618, 2514, 611]"
79,"[168, 425, 468, 113, 610, 69, 983, 1023, 56, 192, 500, 786, 299, 62, 243, 870, 763, 958, 798, 446, 1024, 715, 24, 529, 737, 913, 266, 885, 625, 1017, 590, 902, 477, 979, 558]",3,60,"[15, 23, 21, 16, 13, 18, 0, 9, 22, 20, 11, 12, 19, 2, 17, 10]","[4488, 4068, 114, 2629, 2416, 880, 339, 5063, 737, 251, 3886, 189, 79, 2540, 3983, 2183, 3448, 1532, 4174, 4555, 1334, 1418, 2514, 1133, 1074, 4934, 4466, 301, 3041, 2521, 3788, 3677, 1578, 4530, 2655, 549, 78, 4849, 4203, 4012, 4804, 2354, 4872, 1989, 5108, 4146, 2184, 2048, 4361, 1771, 2609, 3594, 3310, 4871, 2012, 3893, 1938, 3780, 2929, 3812, 3697, 2043, 1849, 2145, 4767, 1573, 1370, 3770, 4500, 2028, 2295, 1760, 2114, 2409, 1722, 443, 1810, 441, 3733, 2836, 2396, 4942, 3876, 851, 3898]","[4488, 4068, 3983, 114, 339, 5063, 4934, 301, 3041, 2629, 2416, 2521, 3788, 3677, 4530, 549, 4849, 189, 79, 4012, 2354, 2540, 5108, 2184, 4361, 2183, 3310, 2012, 1938, 3886, 3448, 2929, 3812, 3697, 1849, 2145, 4174, 1334, 4555, 737, 1370, 4500, 2295, 2114, 1418, 2514, 1722, 441, 2836, 4942, 1532, 1133, 251]"
80,"[310, 652]",34,67,"[9, 12, 11, 14, 13, 10, 16, 17, 18, 8, 6]","[80, 392, 2495, 685, 1339, 1664, 2705, 3424, 3128, 1775, 2912, 718, 3470, 3812, 2393, 1334, 2400, 2451, 634, 2166, 2343, 2724, 3519, 1256, 1377, 1821, 2409, 1007, 341, 2089, 2642, 4829, 635, 4393, 4909, 3990]","[80, 392, 2495, 1339, 1664, 2705, 2400, 634, 3128, 2166, 3424, 718, 2343, 2724, 685, 3470, 2912, 1256, 3812, 1821, 1007, 2393, 2089, 1775, 4829, 4393, 3990]"
81,[880],121,71,"[19, 18, 20]","[4660, 3297, 81, 12, 3336, 3886, 5130, 5071]","[4660, 81, 3336, 3297, 5130, 5071]"
82,[286],67,23,"[22, 0, 11, 13, 21, 20, 1, 12, 23]","[2482, 587, 4090, 207, 499, 21, 4041, 572, 4953]","[587, 4090, 499, 4041, 207, 572, 4953]"
83,"[659, 615, 1077, 84, 418, 465, 969, 61, 762, 383, 401, 932, 11, 286]",51,48,"[9, 11, 13, 14, 16, 18, 20, 21, 23, 0, 15]","[83, 1994, 763, 697, 2384, 277, 3712, 499, 1518, 2858, 4111, 850, 3834, 3579, 2377, 3379, 1142, 3863, 4464, 2875, 4722, 945, 1635, 1883, 3921, 86]","[1994, 83, 697, 277, 2858, 850, 3579, 3379, 3863, 2875, 1635, 86]"
84,[945],67,76,"[20, 22, 0, 23, 2, 21, 19, 3, 13, 6, 14, 10]","[84, 1487, 186, 4937, 174, 2943, 2781, 192, 4452, 2392, 66, 663, 1367, 634, 495, 3079, 232, 2897, 479]","[84, 186, 1487, 4937, 174, 2781, 2943, 4452, 192, 663, 495, 232, 2392, 66, 479]"
85,"[563, 314, 209, 455, 549, 983, 928, 76, 889, 143, 702, 338, 71, 836, 517, 126, 1018]",181,54,"[14, 23, 19, 17, 18, 22, 11, 13, 12, 21, 15, 20]","[4393, 2444, 2450, 3864, 4173, 4987, 3876, 1617, 2489, 2833, 1133, 130, 3021, 3440, 2967, 919, 1761, 3519, 2178, 1128, 1250, 1382, 267, 192, 4341, 22, 891, 3037, 406, 1755, 3817, 787, 2092, 3777, 2633, 4590, 3194, 141]","[2444, 3864, 2450, 4987, 4173, 2833, 130, 3440, 2967, 1761, 3519, 3876, 1250, 267, 4341, 891, 406, 4393, 1617, 3817, 2092, 4590, 141]"
86,"[1077, 240]",141,46,"[14, 16, 17, 22, 20, 21, 15, 11, 18]","[3921, 1936, 3718, 4854, 163, 4466, 3079, 2569, 5037, 3562, 230, 1011, 4005, 363, 83, 2930, 4768, 4529, 4816]","[3921, 1936, 4466, 4854, 163, 2569, 3718, 1011, 4005, 3079, 2930, 4768, 230, 3562, 5037]"
87,[760],199,54,"[22, 3, 2, 8, 19, 20, 6, 13, 7, 18, 1, 0, 15, 10, 14, 9, 23, 11, 16, 12, 5]","[2024, 1607, 3818, 2670, 510, 2125, 4986, 842, 3816, 3566, 183, 1892, 3721, 2503, 1753, 3354, 2527, 2186, 5119, 1478, 1071, 1690, 2367, 161, 346, 3508, 4716]","[1607, 2670, 2125, 3566, 2024, 2503, 4986, 3721, 510, 842, 3816, 2527, 3354, 3818, 1478, 1690, 1753, 2367, 161, 346, 4716]"
88,[1019],135,67,"[13, 14, 19, 20, 12]","[247, 1099, 2213, 1640, 3180, 3910, 3626, 433, 4267, 3812, 3600]","[247, 1099, 2213, 433, 3812, 3600]"
89,[995],201,58,"[7, 19, 12, 8, 13, 11, 10, 23, 17, 15, 6, 22, 16, 20, 18, 9]","[1368, 282, 6, 1547, 5109, 376, 3833, 3400, 3389, 2524, 1775, 649, 4425, 2992, 991, 2559, 1719, 4445, 2588, 3461, 4160, 635, 1779, 4997, 3515, 4051, 1956, 3805, 4470, 4352, 2868, 2115, 1991, 3674]","[1368, 282, 6, 1547, 376, 5109, 991, 1779, 3833, 3805, 3389, 2524, 2115, 3674]"
90,[1064],67,31,"[16, 18, 9, 8, 17, 20, 11, 7, 0, 21, 19, 12, 14, 10, 22, 15, 23, 13]","[471, 3898, 90, 3723, 4489, 4132, 4687, 2040, 1657, 4944, 1000, 4142]","[471, 3898, 90, 3723, 4489, 4687, 1657, 4132]"
91,"[801, 54, 995, 734, 180, 612, 379, 495, 413, 215, 406, 58, 469, 206, 116, 877, 384, 908, 484, 649, 254, 643, 702, 458, 49, 788, 650, 178, 628, 89, 899, 889, 489, 378, 606, 878, 392, 491, 80, 616, 268, 414, 1052, 295, 519]",59,24,"[21, 0, 16, 20, 19, 18, 15, 14, 12, 22, 1, 17, 11, 23, 9]","[4182, 4049, 1631, 2284, 1775, 1173, 3709, 2237, 5082, 2640, 3972, 91, 3760, 3577, 2266, 3060, 1513, 149, 3440, 431, 4511, 214, 4735, 387, 1493, 316, 2582, 3905, 3343, 3704, 2688, 3646, 1904, 3597, 1853, 3818, 2098, 824, 4774, 1441, 407, 1394, 3045, 3295, 1372, 4717, 1001, 4669, 4941, 4197, 2872, 4600, 4097, 968, 2252, 2806, 3968, 1943, 3211, 2873, 299, 5054, 5008, 546, 208, 4692, 2343, 2921, 1910, 1307, 1978, 4128, 5107, 2197, 2314, 516, 3560, 1617, 3066, 4563, 1194, 1197, 1902, 4560, 4329, 838, 3677, 441, 4772, 3461, 3674, 3335]","[4182, 3709, 1513, 3440, 431, 4049, 2284, 4735, 1493, 316, 1173, 3343, 3704, 2688, 1904, 3818, 824, 4774, 2237, 3045, 5082, 1372, 1001, 4941, 4197, 4600, 2252, 3968, 3211, 299, 5008, 208, 2343, 1910, 4128, 2197, 3972, 91, 516, 3560, 3760, 4563, 3577, 1197, 1902, 2266, 4329, 838, 441, 1631, 3674, 3335]"
92,[1001],70,67,"[7, 13, 8, 6, 5, 15, 9, 11, 17, 14, 18]","[92, 4116, 636, 4686, 2748, 3813, 4698, 3135, 1657, 1512, 4806, 4948, 2839, 4911]","[92, 4116, 636, 4686, 2748, 1657, 4806, 3813, 4948, 4698, 3135]"
93,[942],67,6,"[19, 16, 1, 0, 21, 23, 18, 20, 10]","[1445, 1009, 93, 804, 1894, 4337, 4760]","[1009, 1445, 93, 4760]"
94,[1],83,46,"[15, 9, 8]","[94, 2023, 4038, 729, 1820, 470, 4772, 685, 1060]","[94, 2023, 729, 4038, 1820, 1060, 470]"
95,[459],67,74,"[0, 20, 18, 1, 3, 11, 19, 4, 14, 10, 9, 15, 22]","[38, 95, 3366, 2648, 1020, 1900, 2878, 557, 2458, 4254, 3116, 1910, 3114, 2272, 63, 5007, 4393]","[38, 95, 3366, 1900, 2878, 557, 4254, 1020, 1910, 3114, 2272, 4393]"
96,"[228, 469, 309, 81, 1026, 613, 293, 357, 537, 408, 217]",95,67,"[20, 8, 10, 18, 14, 21, 9, 17, 13, 15]","[4161, 4915, 4996, 4418, 1742, 1595, 2215, 1118, 973, 2594, 263, 1133, 3060, 1918, 2239, 1992, 3773, 123, 3413, 3279, 1548, 3318, 1428]","[4161, 1118, 2594, 263, 4915, 1918, 4996, 2239, 3773, 3413, 4418, 1428, 1742, 1595]"
97,[40],109,85,"[21, 22, 13, 0, 15]","[1589, 2422, 3238, 3265, 97, 967, 3638]","[2422, 3265, 1589, 3238, 97]"
98,"[614, 111, 1010]",117,24,"[9, 10, 11, 19, 13]","[802, 1931, 2495, 1005, 3812, 1957, 549, 3760, 2489, 3916]","[1931, 1005, 3760, 3812, 802, 1957, 2489, 3916, 2495]"
99,"[252, 445, 689, 737, 936, 376]",82,28,"[18, 14, 8, 17, 10, 12, 0, 15, 9, 21, 13, 16, 11]","[839, 526, 99, 3039, 3623, 1723, 3519, 4270, 4848, 4499, 2186, 1932, 1133, 1413, 683, 12, 3967, 4486]","[839, 526, 99, 3519, 4848, 2186, 1723, 1413, 3967]"
100,[63],67,77,"[18, 11, 16, 0, 17, 20, 10, 9, 19, 13, 14, 15, 12, 1, 21, 23, 6, 2, 22, 5, 8]","[5025, 100, 1917, 2021, 926, 3164, 1208, 869, 191, 1144, 775, 5080, 3884, 3983, 2864, 3911, 4478, 1063, 4361, 1926]","[100, 5025, 1917, 2021, 926, 3164, 869, 1208, 3884, 1144, 775, 191, 5080, 3983, 2864, 1926]"
101,"[79, 648, 308, 239, 919, 575]",12,54,"[23, 0, 22, 18, 20, 16, 19]","[2744, 101, 385, 120, 182, 1637, 4577, 4565, 1479, 3519, 1774, 4329, 3227, 888, 1517, 14, 669, 360, 1718, 2807, 3168, 2153, 2367, 1927]","[2744, 120, 1637, 4565, 3519, 4329, 101, 14, 360, 2807, 2153, 1927]"
102,"[607, 361]",203,76,"[12, 17, 19, 10, 8, 13, 11]","[1274, 102, 4213, 3553, 3652, 1478, 4489, 1645, 3812]","[1274, 4213, 102, 3652, 1478]"
103,"[499, 502, 728, 694, 407]",60,18,"[17, 15, 10, 14, 11]","[514, 4574, 3610, 3762, 1142, 2470, 3156, 793, 498, 2358, 3078, 574, 1928, 2628, 2068]","[3610, 4574, 514, 3762, 2358, 3078, 1928, 2470, 2068]"
104,[185],67,68,"[18, 19, 14, 20, 16, 15]","[2998, 104, 1713, 1063, 419, 3604]","[2998, 104, 1063, 1713, 3604]"
105,"[314, 371, 87, 58, 665, 549, 1051, 2, 612, 872]",117,54,"[12, 18, 7, 17, 10, 20, 21, 8, 19, 22, 23, 13, 11, 9, 6]","[105, 3507, 4049, 117, 4583, 4235, 1403, 2966, 907, 3367, 1784, 4772, 1471, 1935, 1913, 4717, 64, 4879, 1197, 1215, 4093, 3183, 4316, 1927, 1831, 2795, 2919, 4213, 3179, 371, 546, 1605, 3974, 891, 5077, 1771, 3409, 1910, 1938, 3357, 2004, 816, 1549, 3817, 687, 1357, 4981, 1135, 2556, 1388, 3037, 1460, 3519, 380, 1322]","[105, 3507, 4049, 117, 2966, 907, 4235, 1403, 3183, 1784, 1831, 2919, 3179, 546, 4583, 4772, 891, 1771, 3409, 1938, 1471, 2004, 1549, 1935, 687, 1135, 1913, 2556, 4717, 3037, 1460, 3519, 1322]"
106,"[658, 853, 973, 321, 108, 672, 969, 365, 486, 343, 784]",40,67,"[15, 16, 18, 13, 12, 7, 21, 17, 10]","[1785, 1331, 3725, 1749, 3247, 2765, 4613, 302, 253, 4075, 4393, 2040, 1650, 2239, 2274, 2715, 2200, 2079, 2158, 2915, 2071, 2872, 3128, 1932, 1452]","[3725, 1749, 4613, 253, 1785, 4393, 1650, 2274, 1331, 2071, 3128, 1452, 3247]"
107,"[486, 994, 507, 136]",115,74,"[16, 8, 17, 0, 19, 13, 22, 9, 10, 23, 18, 14, 7, 21, 1, 12, 20, 2, 15, 11, 6]","[1603, 615, 107, 1020, 2692, 4587, 791, 4252, 4876, 160, 3114, 832, 323, 2388, 557, 1177, 354, 2854, 3116, 1955, 1383, 5080, 2239, 844, 3605, 2367, 3367, 969, 12, 1460, 4005, 3441, 747, 4448, 1247, 3859, 1973, 4563, 4728, 2821, 1994, 1565, 4529, 2437, 5135, 3731, 946, 332, 505, 839, 1197, 4766, 1057, 2361, 690, 1504, 852, 30]","[1603, 615, 107, 2692, 4252, 1020, 4587, 791, 4876, 160, 1177, 557, 2854, 323, 4005, 747, 1247, 4728, 832, 3114, 1565, 5080, 2239, 3116, 1383, 844, 3605, 2367, 2437, 5135, 3731, 3367, 1955, 354, 969, 839, 12, 1460, 690, 1504, 852, 30]"
108,[1057],129,1,"[11, 18, 12, 10, 14, 17, 13]","[3574, 1884, 1897, 5040, 108, 918, 3612, 5080, 1460]","[3574, 918, 3612, 108, 1884]"
109,"[708, 561, 25, 469, 828, 196, 484, 85, 338, 258, 359, 241]",75,54,"[22, 15, 23, 19, 14, 21, 20, 12, 6]","[5009, 486, 4532, 4489, 1428, 363, 3519, 4314, 456, 3045, 4101, 2091, 2323, 2872, 1853, 3409, 3453, 4959, 3221, 678, 3812, 2421, 2246, 4264]","[4489, 486, 1428, 3519, 456, 4101, 2323, 2872, 3409, 3453, 3221, 678, 2421, 4264]"
110,"[450, 292, 818, 182, 432, 1065, 281, 1068]",117,54,"[21, 17, 14, 18, 19, 15, 16, 11, 22, 20, 12]","[110, 651, 4274, 812, 4054, 1859, 3037, 2607, 885, 2761, 3731, 4995, 4606, 2615, 2881, 3440, 1367, 2875, 3812, 1671, 4998, 4060, 4688, 923, 1629, 4169, 2549, 5024, 1820, 3158, 2643, 2622]","[651, 4274, 110, 4054, 2607, 812, 1859, 2615, 1367, 3037, 1671, 4998, 885, 4169, 5024, 3158, 2622]"
111,"[994, 574, 620]",115,53,"[14, 17, 23, 10, 22, 7, 21, 11, 12, 9]","[4368, 2446, 4948, 320, 1020, 2478, 2045, 3789, 1532, 2298, 2442, 4555, 3437, 417, 4360, 3046, 1616, 4776, 2719]","[4368, 2446, 4948, 1020, 3789, 2298, 2442, 3437, 4360, 3046, 320, 2719]"
112,[954],141,67,"[8, 23, 0, 1, 14, 9, 11, 7, 6, 15]","[2241, 3655, 1197, 2963, 3504, 177, 731, 1778, 3087, 5043, 1642, 719, 4338]","[1197, 2963, 2241, 5043, 3504, 731, 3087, 719, 4338, 1642]"
113,"[253, 270, 456]",89,32,"[8, 21, 20, 6, 7, 9, 19, 10, 17, 14]","[113, 1231, 3791, 3909, 1117, 2068, 4806, 5068, 2223, 453, 1849, 4812, 4520, 4780, 3150, 3848]","[113, 1231, 3791, 3909, 453, 2068, 1849, 4806, 5068, 1117, 2223, 4780, 3848]"
114,[737],67,69,"[19, 16, 8, 9, 2, 22, 15, 18, 11, 10, 17, 20, 21, 23]","[114, 2492, 3848, 307, 3297, 3967, 79, 1760, 12, 3227, 1293, 3586, 4759, 3618, 4804, 1118, 3519, 339, 387, 2807, 2561, 1371, 2602, 2534, 1010, 251]","[3848, 114, 2492, 12, 3297, 3227, 79, 4804, 3586, 1118, 4759, 3618, 3967, 1293, 1760, 2534, 1010]"
115,[270],129,49,"[10, 6, 19, 17, 16, 8, 14, 5, 20]","[4780, 2271, 3291, 10, 236, 4520, 3525, 5011, 3209, 741, 511, 1293]","[4780, 3291, 4520, 3525, 3209, 511, 2271]"
116,"[802, 893, 502, 678, 568, 692, 35, 995, 148, 964, 1072, 548]",4,67,"[12, 9, 18, 21, 20, 15, 13, 10, 16, 17]","[3634, 4138, 3332, 4084, 2007, 3251, 916, 165, 4467, 3807, 547, 1197, 681, 2904, 1411, 4077, 4294, 4059, 4233, 4085, 2544, 1087, 730, 1928]","[3251, 165, 3807, 3634, 681, 1411, 4294, 4059, 4085, 4138, 3332, 730, 1928, 4084]"
117,"[1051, 1007]",70,54,"[19, 10, 9, 12, 14, 8, 18, 16, 13, 17, 15, 11]","[117, 105, 1460, 493, 3397, 3633, 2444, 2273, 4276, 1573, 3926, 1571, 1842, 1766, 4001, 676, 2343, 1965, 2759, 303, 1352, 3519, 4418, 1844]","[117, 105, 1460, 3397, 493, 1573, 3633, 2444, 1842, 2273, 1766, 676, 1965, 303, 3519, 1844]"
118,[759],70,54,"[15, 10, 9, 11, 17, 20, 12, 14, 19, 18]","[118, 4843, 5044, 3011, 386, 839, 4354, 4984, 2615, 3519, 4070, 2559, 2239, 995, 3642, 1974, 1783, 1596, 2396, 1637]","[118, 5044, 3011, 386, 4354, 4984, 995, 3642, 1974, 839, 4843, 4070, 1637]"
119,[1009],134,21,"[10, 12, 11, 13, 19, 18]","[1555, 119, 1049, 2398, 3322, 4566, 4620]","[1555, 119, 1049, 2398, 3322, 4566, 4620]"
120,"[79, 900, 845, 1014, 599, 645, 995, 675, 941, 1081, 353, 588, 436, 877, 890]",12,54,"[0, 22, 21, 18, 19, 2, 13, 1, 23, 12, 20, 17]","[3116, 4523, 274, 1763, 101, 2440, 1517, 4612, 4737, 1194, 478, 4472, 2866, 5134, 46, 3692, 273, 4978, 3812, 2787, 1840, 1854, 51, 2334, 1994, 5071, 493, 265, 619, 3631, 2759, 2318, 2576, 1932, 4666, 2135, 4838]","[3116, 2440, 4612, 1194, 4472, 46, 273, 4523, 4978, 2787, 1854, 2334, 1994, 493, 619, 2759, 2576, 4666, 4838, 1763]"
121,"[825, 225, 890, 319, 586, 370, 207]",51,24,"[10, 13, 11, 22, 18, 17, 19]","[4745, 1446, 959, 4590, 3842, 5013, 3951, 270, 496, 894, 5029, 2207, 5121]","[4745, 1446, 959, 3951, 270, 4590, 5029, 5121]"
122,[1054],70,24,"[13, 9, 11, 12, 10, 15]","[823, 122, 2539, 603, 2826, 3986, 646, 280]","[823, 122, 3986, 2539, 646, 280, 2826]"
